Wákàtí B-DATE
ẹgbẹẹgbẹ̀rún O
7 O
àti O
jù O
bẹ́ẹ̀ O
lọ O
) O
tẹ̀lé O
e O
, O
Twitter B-ORG
( O
ẹgbẹẹgbẹ̀rún O
6 O
) O
àti O
Instagram B-ORG
( O
ẹgbẹẹgbẹ̀rún O
5 O
. O
7 O
) O
. O

Lára O
ẹgbẹẹgbẹ̀rún O
84 O
àwọn O
olùdìbò O
tí O
ó O
forúkọsílẹ̀ O
fún O
Ìbò O
Àpapọ̀ O
ọdún B-DATE
- I-DATE
un I-DATE
2019 I-DATE
, O
tí O
ìdajì O
— O
ìdá O
51 O
— O
jẹ́ O
ọ̀dọ́ O
òǹdìbò O
tí O
ọjọ́ O
oríi O
wọ́n O
tó O
ọdún B-DATE
18 I-DATE
àti I-DATE
35 I-DATE
, O
tí O
ìdá O
30 O
sì O
jẹ́ O
ẹni O
ọdún B-DATE
36 I-DATE
àti I-DATE
50 I-DATE
. O

Ìròyìn O
irọ́ O
tí O
kò O
ní O
gbọ́ngbọ́n O
nínú O
ni O
wọ́n O
polongo O
gẹ́gẹ́ O
ìhìn O
rere O
tòótọ́ O
, O
tí O
àwọn O
alátìlẹ́yìn O
ẹgbẹ́ O
olóṣèlú O
méjèèjì O
tí O
ó O
gbajúmọ̀ O
jù O
lọ O
ní O
orílẹ̀ O
- O
èdèe O
Nàìjíríà B-LOC
sì O
lukoro O
rẹ̀ O
: O
Àjọ B-ORG
Ìtẹ̀síwájú I-ORG
Gbogboògbò I-ORG
All I-ORG
Progressive I-ORG
Congress I-ORG
( O
APC B-ORG
) O
àti O
Ẹgbẹ́ B-ORG
olóṣèlú I-ORG
Ìjọba I-ORG
- I-ORG
tiwantiwa I-ORG
Àwọn I-ORG
Ènìyàn I-ORG
People's I-ORG
Democratic I-ORG
Party I-ORG
( O
PDP B-ORG
) O
. O

Irọ́ O
funfun O
báláwú O
ni O
àwọn O
ìròyìn O
wọ̀nyí O
, O
a O
ó O
gbé O
e O
yẹ̀ O
wò O
síwájú O
sí O
i O
nínú O
Apá O
kejì O
àròkọ O
yìí O
. O

Àwòrán O
1 O
: O
Túwíìtì O
irọ́ O
ti O
Festus B-PER
Keyamo I-PER

"""" O

Ìjọba O
PDP B-ORG
ló O
ń O
tukọ̀ O
ètò O
ní O
1999 B-DATE
sí I-DATE
2015 I-DATE
. O

Túwíìtì O
náà O
jẹ́rìí O
wípé O
Lebanon B-LOC
ni O
àwòrán O
ọ̀hún O
ti O
ṣẹ̀ O
wá O
. O

Ohun O
tí O
Keyamo B-PER
fẹ́ O
ṣe O
ni O
láti O
fi O
hàn O
wípé O
ìṣàkóso O
ìjọba O
Buhari B-PER
ti O
gbé O
ìgbésẹ̀ O
àtúnṣe O
sí O
àwọn O
ọ̀nà O
ọkọ̀ọ O
ojú O
irin O
tí O
ìjọba O
àná O
pa O
tì O
. O

Àwòrán O
3 O
: O
Ọ̀rọ̀ O
ìkórìíra O
ẹ̀yà O
tẹ̀gbintẹ̀gbin O

Ìròyìn O
irọ́ O
tí O
ó O
ti O
ara O
ẹlẹ́yàmẹyà O
wá O
lórí O
ẹ̀rọ O
- O
alátagbà O
lásìkò O
ìbò O
ṣe O
é O
pín O
sábẹ́ O
ẹ̀ka O
méjì O
: O
ìròyìn O
tí O
kò O
ní O
gbọ́ngbọ́n O
nínú O
àti O
ìròyìn O
irọ́ O
. O

Miroslav B-PER
Tudjman I-PER
àti O
Nives B-PER
Mikelic I-PER
, O
ọ̀mọ̀wé O
nípa O
ìtàkùrọ̀sọ O
ní O
Ifáfitì B-ORG
ti I-ORG
Zagreb I-ORG
, O
Croatia B-LOC
, O
túmọ̀ O
ìròyìn O
tí O
kò O
ní O
gbọ́ngbọ́n O
nínú O
sí O
“ O
ìròyìn O
àmọ̀ọ́mọ̀ O
tari O
síta O
láti O
ṣi O
àwọn O
ènìyàn O
lọ́kàn O
. O
"""" O

Bí O
irú O
èyí O
, O
ọ̀nà O
ìtànkálẹ̀ O
ìròyìn O
máa O
ń O
tẹ̀sí O
apá O
kan O
tàbí O
àìpé O
ìròyìn O
fún O
àǹfààní O
ọ̀rọ̀ O
òṣèlú O
àti O
yíyí O
ìrònú O
padà O
níparí O
. O

Àpilẹ̀kọ O
yìí O
jẹ́ O
ara O
àtẹ̀jádé O
ìròyìn O
oníṣísẹ̀ntẹ̀lé O
tí O
ó O
ń O
ṣe O
àgbéyẹ̀wò O
ìṣúsí O
pẹ̀lú O
ẹ̀tọ́ O
ìlò O
ẹ̀rọ O
- O
ayárabíàṣá O
nípa O
àwọn O
ìlànà O
bíi O
ìṣánpa O
ìṣàsopọ̀ O
ẹ̀rọ O
ayélukára O
- O
bí O
- O
ajere O
àti O
ìròyìn O
ẹlẹ́jẹ̀ O
lásìkò O
ètò O
ìṣèlú O
tí O
ó O
pọn O
dandan O
ní O
orílẹ̀ O
- O
èdè O
méje O
ní O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
: O
Algeria B-LOC
, O
Ethiopia B-LOC
, O
Mozambique B-LOC
, O

Africa B-ORG
Digital I-ORG
Rights I-ORG
Fund I-ORG
àti O
The B-ORG
Collaboration I-ORG
on I-ORG
International I-ORG
ICT I-ORG
Policy I-ORG
for I-ORG
East I-ORG
and I-ORG
Southern I-ORG
Africa I-ORG
( O
CIPESA B-ORG
) O
ni O
agbátẹrù O
iṣẹ́ O
àkànṣe O
yìí O
. O

Ihò O
nísàlẹ̀ O
ilẹ̀ẹ O
Dunbar B-LOC
ní O
gúúsù B-LOC
Ethiopia I-LOC
tí O
Mohammed B-PER
Yiso I-PER
Banatah I-PER
gbẹ́ O
jáde O
pẹ̀lú O
ọwọ́ọ O
rẹ̀ O
láì O
lo O
ohunkóhun O
. O

Allah O
l'ó O
pa O
á O
láṣẹ O
láti O
gbẹ́ O
ilé O
Ọlọ́run O
fún O
ètò O
ìgbéyàwó O
sísàlẹ̀ O
ilẹ̀ O
. O

Àwòrán O
láti O
ọwọ́ọ O
Amanda B-PER
Leigh I-PER
Lichtenstein I-PER
, O
a O
fi O
àṣẹ O
lò O
ó O
. O

“ O
Jésù B-PER
Kristì I-PER
ni O
ẹni O
tí O
ó O
mú O
ìròyìn O
yìí O
wá O
fún O
mi O
, O
"""" O
Ouma B-PER
sọ O
, O
“ O
ó O
sì O
ṣàlàyée O
rẹ̀ O
fún O
mi O
gẹ́gẹ́ O
bí O
ó O
ti O
ṣe O
ṣe O
fún O
Mósè B-PER
. O
"""" O

Ouma B-PER
gbàgbọ́ O
wípé O
òun O
ń O
mú O
májẹ̀mú O
mìíràn O
pẹ̀lú O
Ọlọ́run O
padà O
wá O
sílé O
ayé O
. O

“ O
Ìpele O
kejì O
ń O
bọ̀ O
lọ́nà O
. O

Mi O
ò O
leè O
sọ O
ní O
pàtó O
ohun O
tí O
yóò O
jẹ́ O
báyìí O
nítorí O
bí O
mo O
bá O
kédee O
rẹ̀ O
, O
mo O
lè O
máa O
yan O
ìṣẹ̀dá O
ẹ̀dá O
ọmọ O
ènìyàn O
jẹ O
. O

Àwòrán O
- O
àtohùn O
- O
un O
BBC B-ORG
Swahili I-ORG
ti O
di O
wíwò O
fún O
ìgbà O
50 O
, O
000 O
pẹ̀lú O
èsì O
tí O
ó O
tó O
100 O
tí O
ó O
sì O
ń O
lé O
sí O
í O
. O

Níwọ̀n O
- O
ọn O
bí O
àwọn O
kan O
ti O
sọ O
nípa O
àìlera O
ọpọlọ O
àwọn O
t'ó O
ń O
sọ O
pé O
àwọn O
gbọ́hùn O
Ọlọ́run O
lójú O
àlá O
, O
tí O
ọ̀pọ̀lọpọ̀ O
èsì O
àdásí O
gbè O
lẹ́yìn O
àwọn O
ẹni O
Ọlọ́run O
tí O
ó O
sọ O
sí O
ìran O
ojú O
àlá O
. O

O O
lè O
ka O
ẹ̀kúnrẹ́rẹ́ O
àkọsílẹ̀ O
àláa O
Banatah B-PER
ní O
ṣísẹ̀ O
- O
n O
- O
tẹ̀lé O
àti O
ohun O
tí O
ó O
gùn O
ún O
kí O
ó O
tó O
bẹ̀rẹ̀ O
iṣẹ́ O
ìwalẹ̀ O
ayée O
rẹ̀ O
níbí O
: O

Lójú O
àláa O
àsèkágbáa O
rẹ̀ O
, O
èyí O
tí O
ó O
jẹ́ O
ìkẹwàá O
nínú O
àkọsílẹ̀ O
oníṣísẹ̀ntẹ̀lé O
ọdún B-DATE
- I-DATE
un I-DATE
1979 I-DATE
, O
ọkùnrin O
kan O
fara O
hàn O
tí O
ó O
mú O
Mohammed B-PER
lọ O
sí O
ibi O
igi O
kékeré O
kan O
nínúu O
ọgbàa O
rẹ̀ O
, O
ó O
sì O
tọ́ka O
sí O
egbòo O
rẹ̀ O
. O

Ọkùnrin O
náà O
fi O
ojú O
ibi O
tí O
yóò O
ti O
bẹ̀rẹ̀ O
ìwalẹ̀ O
, O
ó O
sì O
tún O
sọ O
fún O
un O
pé O
lórí O
iṣẹ́ O
ìwalẹ̀ O
náà O
ni O
yóò O
ti O
là O
. O

Bí O
a O
ṣe O
kọ́ O
àwọn O
ìyẹ̀wù O
wọ̀nyí O
fi O
iṣẹ́ O
ọpọlọ O
àti O
itú O
ọwọ́ọ O
Mohammed B-PER
hàn O
– O
ó O
ti O
fi O
ìfarabalẹ̀ O
lọ O
ọ̀pọ̀lọpọ̀ O
wákàtí O
fún O
gbígbẹ́ O
, O
dídán O
, O
àti O
ṣíṣe O
iṣẹ́ O
ọnà O
sí O
gbogbo O
kọ́lọ́fín O
inú O
iyàrá O
àti O
ògiri O
, O
pẹ̀lú O
àwọn O
tìmùtìmù O
, O
àti O
pẹpẹ O
tí O
a O
fi O
iyẹ̀pẹ̀ O
mọ O
nínúu O
rẹ̀ O
, O
tí O
àwọn O
yàrá O
mìíràn O
ní O
fèrèsé O
tí O
ìmọ́lẹ̀ O

Láti O
ayébáyé O
ni O
ihò O
nísàlẹ̀ O
ilẹ̀ O
ti O
jẹ́ O
ibi O
àpẹẹrẹ O
tí O
a O
kà O
sí O
gẹ́gẹ́ O
bí O
ibi O
ti O
ẹ̀mí O
. O

Àtẹ̀jáde O
ìtúmọ̀ O
17 B-DATE
Ṣẹẹrẹ I-DATE
2020 I-DATE
13 I-DATE
: I-DATE
59 I-DATE
GMT I-DATE

Ààrẹ O
Donald B-PER
Trump I-PER
padà O
sí O
Ilé B-LOC
Agbára I-LOC
Funfun I-LOC
ní O
Washington B-LOC
lọ́jọ́ B-DATE
19 I-DATE
oṣù I-DATE
Ògún I-DATE
, I-DATE
ọdún I-DATE
- I-DATE
un I-DATE
2018 I-DATE
. O

rẹ̀ O
dé O
góńgó O
: O

Àwọn O
ènìyàn O
fẹ́ràn O
- O
an O
ìhùwàsí O
alágídíi O
rẹ̀ O
àti O
pé O
àìfọ̀rọ̀ O
sábẹ́ O
ahọ́n O
- O
ọn O
rẹ̀ O
dùn O
ún O
gbọ́ O
sétí O
. O

Ìhùwàsíi O
rẹ̀ O
kò O
bá O
tayé O
mu O
. O

Kì O
í O
ṣe O
ẹni O
tí O
wọ́n O
sọ O
pé O
ó O
jẹ́ O
. O

Ó O
hùn O
mí O
láti O
mọ O
IBI O
tí O
wọ́n O
ti O
ṣe O
ìwádìí O
- O
àyẹ̀wò O
yìí O
ní O
Nàìjíríà B-LOC
. O

Ọ̀pọ̀ O
nínú O
àwọn O
olólùfẹ́ẹ O
rẹ̀ O
l'ó O
jẹ́ O
Onígbàgbọ́ O
, O
tí O
wọ́n O
ń O
gbójú O
sókè O
wò O
ó O
bí O
àwòkọ́ṣe O
rere O
. O

Ìmàle O
àti O
Ìgbàgbọ́ O
kó O
ìdá O
50 O
àti O
ìdá O
48 O
iye O
gbogbo O
ènìyàn O
t'ó O
ń O
gbé O
Nàìjíríà B-LOC
. O

Bí O
ó O
ti O
wù O
kíó O
rí O
, O
kò O
sí O
ohùn O
àwọn O
Adamawa B-LOC
, O
Borno B-LOC
, O
àti O
ìpínlẹ̀ O
Yobe B-LOC
ní O
àríwá O
ìlà O
- O
oòrùn O
Nàìjíríà B-LOC
nínú O
àbájáde O
ìwádìí O
náà O
nítorí O
ọ̀rọ̀ O
ààbò O
. O

Ọ̀rọ̀ọ O
Nwanze B-PER
pé O
àwọn O
Onígbàgbọ́ O
ní O
gúúsù B-LOC
Nàìjíríà I-LOC
ló O
pọ̀ O
jù O
lọ O
nínú O
ìwádìí O
àyẹ̀wò O
Pew B-ORG
Research I-ORG
kò O
ṣe O
é O
má O
gbàgbọ́ O
. O

Ẹgbẹ́ B-ORG
Ẹ̀sìn I-ORG
Ìmàle I-ORG
ní I-ORG
Nàìjíríà I-ORG
ṣàpèjúwe O
ikú O
oró O
òjò O
ọta O
ìbọn O
láti O
òkè O
wá O
tí O
US B-LOC
fi O
pa O
Soleimani B-PER
gẹ́gẹ́ O
bí O
“ O
ìpè O
ogun O
sí O
Ìran B-LOC
. O
"""" O

Àtòpọ̀ O
àwòrán O
láti O
ọwọ́ O
Nwachukwu B-PER
Egbunike I-PER

Túwítà O
di O
ohun O
èlò O
fún O
ìsọkiri O
ọ̀rọ̀ O
ìkórìíra O
ẹ̀yà O
àti O
ọ̀rọ̀ O
ẹgbẹ́ O
òṣèlú O
. O

“ O
Àsìkò O
ìdìbò O
ọdún B-DATE
2019 I-DATE
ò O
yàtọ̀ O
rárá O
. O

Ní O
ọjọ́ B-DATE
15 I-DATE
, I-DATE
oṣù I-DATE
Èrèlé I-DATE
ẹgbẹ́ O
Ajábọ̀ B-ORG
Ìròyìn I-ORG
Láìsí I-ORG
Àlà I-ORG
( O
RSF B-ORG
) O
ṣe O
àkọsílẹ̀ O
kan O
tí O
ó O
ń O
ṣe O
àfihàn O
èròo O
wọn O
lórí O
ìpolongo O
ìdìbò O
tí O
“ O
ìròyìn O
ayédèrú O
ti O
mú O
bàjẹ́ O
. O
"""" O

Akọ̀ròyìn O
Abdulbaqi B-PER
Jari I-PER
túwíìtì O
pé O
: O

Ọ̀pọ̀ O
Ìròyìn O
ayédèrú O
lórí O
àwọn O
àwùjọ O
ìbánisọ̀rọ̀ O
orí O
ayélujára O
pàápàá O
lásìkò O
ìpolongo O
ìbò O
máa O
ń O
fa O
“ O
àìgbara O
- O
eni O
- O
gbọ́ O
"""" O
láàárín O
àwọn O
tí O
wọ́n O
ń O
lo O
àwùjọ O
ìbánisọ̀rọ̀ O
orí O
ayélujára O
“ O
nítorí O
pé O
ibẹ̀ O
ni O
wọ́n O
ti O
ń O
rí O
‘ìròyìn O
ayédèrú’ O
lọ́pọ̀ O
ìgbà O
, O
"""" O
Madrid B-PER
- I-PER
Morales I-PER
sọ̀rọ̀ O
. O

Ìkànni O
Túwítà O
kan O
tí O
ó O
ń O
ṣe O
àtìlẹyìn O
ìpolongo O
fún O
Buhari B-PER
- O
Osinbajo B-PER
, O
Coalition B-ORG
of I-ORG
Buhari I-ORG
- I-ORG
Osinbajo I-ORG
Movement I-ORG
pín O
Túwíìtì O
kan O
( O
Atọ́ka O
1 O
) O
tí O
ó O
ń O
fẹ̀sùn O
kan O
Obi B-PER
pé O
ó O
“ O
lé O
àwọn O
ará O
àríwá O
orílẹ̀ O
- O
èdèe O
Nàìjíríà B-LOC
kúrò O
ní O
ìpínlẹ̀ O
Anambra B-LOC
nígbà O
tí O
ó O
jẹ́ O
gómìnà O
. O

Lẹ́yìn O
ìbínúu O
gbogboògbò O
tí O
ọ̀rọ̀ O
yìí O
fà O
, O
Premium B-ORG
Times I-ORG
jábọ̀ O
pé O
Obi B-PER
náà O
jẹ̀bi O
irú O
ọ̀rọ̀ O
bẹ́ẹ̀ O
: O
Ní O
2011 B-DATE
, O
ó O
lé O
àwọn O
atọrọbárà O
tó O
jẹ́ O
ọmọdé O
padà O
sí O
ìpínlẹ̀ O
Ebonyi B-LOC
àti O
Akwa B-LOC
Ibom I-LOC
, O
ní O
apá O
gúúsù B-LOC
orílẹ̀ I-LOC
- I-LOC
èdèe I-LOC
Nàìjíríà I-LOC
. O

Kódà O
Túndé B-PER
Fáṣọlá I-PER
ti O
ẹgbẹ́ O
APC B-ORG
ni O
ó O
“ O
ṣe O
ìdápadà O
àwọn O
ará O
Àríwá O
70 O
sí O
ìpínlẹ̀ O
- O
ẹ O
Kano B-LOC
nítorí O
wọ́n O
tọrọ O
bárà O
"""" O
gẹ́gẹ́ O
bí O
ìwé O
ìròyìn O
aṣèwádìí O
lórí O
ayélujára O
Sahara B-ORG
Reporters I-ORG
ṣẹ O
jábọ̀ O
. O

Nítorí O
náà O
, O
wọ́n O
ní O
í O
lọ́kàn O
láti O
fi O
ẹ̀sùn O
tí O
wọ́n O
fi O
kan O
Obi B-PER
pé O
ó O
lé O
àwọn O
ará O
Àríwá O
padà O
sí O
ìlú O
wọn O
rú O
inúnibíni O
tí O
ó O
ti O
wà O
tẹ́lẹ̀ O
láàárín O
ẹ̀yà O
Igbo O
àti O
Hausa O
tí O
ó O
fa O
Ogun O
Abẹ́lée O
Nàìjíríà B-LOC
. O

Ìpolongo O
ìbò O
tí O
ó O
bá O
ti O
ń O
tako O
ẹ̀yà O
kan O
máa O
ń O
fi O
ẹ̀tanú O
tó O
rinlẹ̀ O
sínú O
ọkàn O
àwọn O
tí O
ó O
ń O
gbọ́ O
ọ O
, O
ó O
sì O
máa O
ń O
sọ O
àwọn O
olùgbọ́ O
yìí O
di O
alápìínká O
ìròyìn O
ayédèrú O
. O

Atọ́ka O
4 O
: O
Àwòrán O
Túwíìtì O
kan O
[ O
ti O
Twitter B-ORG
lòdì O
sí O
tí O
wọ́n O
sì O
yọ O
kúrò O
] O
láti O
ọwọ́ O
Chioma B-PER
tí O
ó O
ń O
ṣe O
ìtànká O
ìròyìn O
ayédèrú O
pé O
àwọn O
Yorùbá O
ń O
dáná O
sun O
ìsọ̀ O
àwọn O
Igbo O
nílùú O
Èkó B-LOC
. O

Àkọsílẹ̀ O
orí O
Facebook B-ORG
kan O
tí O
ó O
fẹ́rẹ̀ẹ́ O
ṣàmúlò O
gbogbo O
ọ̀rọ̀ O
inú O
àwòrán O
atọ́ka O
4 O
, O
pẹ̀lú O
àwòrán O
ibi O
tí O
wọ́n O
ti O
fi O
táyà O
tó O
ń O
jó O
dí O
ọ̀nà O
náà O
ṣe O
àpínká O
ìròyìn O
irọ́ O
náà O
. O

Atọ́ka O
5 O
: O
Àwòrán O
Túwíìtì O
kan O
tí O
ó O
ń O
ṣe O
ìtànká O
ìròyìn O
ayédèrú O
kan O
pé O
àwọn O
Yorùbá O
ń O
tiná O
bọ O
ìsọ̀ O
àwọn O
ọmọ O
Igbo O
nílùú O
Èkó B-LOC
II O

Ní O
ọjọ́ B-DATE
13 I-DATE
oṣù I-DATE
Èrèlé I-DATE
, O
olùṣàmúlò O
Túwítà O
kan O
Souljah B-PER
túwíìtì O
( O
Atọ́ka O
6 O
) O
pé O
Ballard B-ORG
Partners I-ORG
, O
tí O
ó O
jẹ́ O
iléeṣẹ́ O
Alukoro O
kan O
tí O
wọ́n O
gbà O
síṣẹ́ O
tí O
ó O
kalẹ̀ O
sí O
Washington B-LOC
DC I-LOC
, O
láti O
ṣe O
ìpolongo O
fún O
Abubakar B-PER
gẹ́gẹ́ O
bí O
Ààrẹ O
, O
ṣe O
ìwádìí O
àyẹ̀wò O
lábẹ́lẹ̀ O
kan O
tí O
ó O
ti O
ṣàpẹẹrẹ O
ìfìdírẹmi O
òǹdíje O
- O
dupò O
lábẹ́ O
àsiá O
ẹgbẹ́ O
alátakò O
, O
ìyẹn O
PDP B-ORG
. O

Túwíìtì O
Souljah B-PER
tàn O
káàkiri O
tí O
ènìyàn O
ẹgbẹẹgbẹ̀rún O
kan O
fẹ́ràn O
- O
an O
rẹ̀ O
, O
tí O
ẹgbẹẹgbẹ̀rún O
ènìyàn O
- O
án O
sì O
ṣe O
àtúnpín O
- O
in O
rẹ̀ O
fún O
ìdí O
tí O
ò O
f'ara O
sin O
. O

Ose B-PER
Anenih I-PER
, O
tí O
ó O
jẹ́ O
agbèsẹ́yìn O
ẹgbẹ́ O
PDP B-ORG
ṣe O
ìfisùn O
lára O
àwọn O
ará O
APC B-ORG
orí O
Túwítà O
tí O
wọ́n O
ṣe O
ìtànká O
àbájáde O
ìwádìí O
náà O
sí O
ìkànni O
àwọn O
ọlọ́pàá O
orílẹ̀ O
- O
èdèe O
Nàìjíríà B-LOC
àti O
àjọ O
tí O
ó O
ń O
ṣe O
àmójútó O
ọ̀rọ̀ O
ìdìbò O
, O
INEC B-ORG
fún O
“ O
ìwà O
ọ̀daràn O
àti O
ohun O
tí O
ó O
lòdì O
sófin O
"""" O
tí O
ó O
ń O
gbìyànjú O
“ O
láti O
dí O
ìdìbò O
tí O
ó O
yẹ O

Ní O
ọjọ́ B-DATE
4 I-DATE
, I-DATE
oṣù I-DATE
Ọ̀pẹ I-DATE
, I-DATE
ọdún I-DATE
- I-DATE
un I-DATE
2018 I-DATE
Lauretta B-PER
Onochie I-PER
, O
tí O
ó O
jẹ́ O
olùrànlọ́wọ́ O
fún O
Buhari B-PER
[ O
tí O
ó O
jẹ́ O
òǹdíje O
- O
dupò O
ààrẹ O
lásìkò O
náà O
] O
túwíìtì O
( O
Atọ́ka O
8 O
) O
àwòrán O
kan O
pẹ̀lú O
oúnjẹ O
àti O
owóo O
náírà O
500 O
tí O
wọ́n O
ní O
wọ́n O
pín O
fún O
àwọn O
èrò O
lọ́jọ́ B-DATE
kejì I-DATE
ìrìnde O
ìpolongo O
ìdìbò O
fún O
Abubakar B-PER
gẹ́gẹ́ O
bí O
ààrẹ O
ní O
Sokoto B-LOC
, O
apá O
àríwá B-LOC
- I-LOC
ìlà I-LOC

Iléeṣẹ́ O
agbéròyìnjáde O
orí O
ayélujára O
kan O
tí O
ó O
ń O
ṣe O
ìwádìí O
ìjábọ̀ O
ìròyìn O
( O
ICIR B-ORG
) O
, O
ti O
ṣe O
àgbéyẹ̀wò O
àwòrán O
tó O
ju O
1 O
, O
000 O
lọ O
tí O
Onochie B-PER
ti O
pín O
sórí O
Twitter B-ORG
láàárín B-DATE
ọjọ́ I-DATE
1 I-DATE
, I-DATE
oṣù I-DATE
Ògún I-DATE
ọdún I-DATE
- I-DATE
un I-DATE
2018 I-DATE
àti I-DATE
ọjọ́ I-DATE
31 I-DATE
, I-DATE
oṣù I-DATE
Agẹmọ I-DATE
ọdún I-DATE
- I-DATE
un I-DATE
2019 I-DATE
. O

Kà O
sí O
i O
: O
Báwo O
ni O
ìsọkiri O
yóò O
ṣe O
to O
ìdìbò O
ààrẹ O
orílẹ̀ O
- O
èdèe O
Nàìjíríà B-LOC
ti O
2019 B-DATE
? O

Ìdìbò O
ọdún B-DATE
yìí I-DATE
jẹ́ O
àṣẹtúnṣe O
ti O
2015 B-DATE
, O
níbi O
tí O
APC B-ORG
àti O
PDP B-ORG
ti O
kópa O
nínú O
ìtànká O
ìròyìn O
ayédèrú O
àti O
irọ́ O
pẹ̀lú O
ìsọkiri O
láti O
mú O
èrò O
àwọn O
olóṣèlú O
ṣẹ O
“ O
nínú O
àwọn O
ìpolongo O
wọn O
lórí O
àwùjọ O
ayélujára O
tí O
wọ́n O
“ O
fara O
balẹ̀ O
ṣètò O
láti O
fi O
tan O
àwọn O
olùdìbò O
tí O
kò O
fura O
, O
“ O
báyìí O
ni O
Eshemokha B-PER
Austin I-PER
Maho I-PER
, O
tí O
ó O
jẹ́ O
ọ̀mọ̀wé O
Nàìjíríà B-LOC
kan O
nípa O
ìkéde O
àti O

ìgbéròyìnjáde O
ṣe O
sọ O
. O

Àbájáde O
tí O
ipa O
wọn O
kó O
ni O
pé O
Twitter B-ORG
di O
pápá O
ìròyìn O
ayédèrú O
tí O
ó O
ń O
ṣe O
ẹlẹ́yàmẹyà O
àti O
ìsọkiri O
láti O
mú O
èrò O
àwọn O
olóṣèlú O
ṣẹ O
ṣáájú O
àsìkò O
ìdìbò O
, O
ní O
àsìkò O
ìdìbò O
àti O
lẹ́yìn O
ìdìbò O
ọdún B-DATE
- I-DATE
un I-DATE
2019 I-DATE
lórílẹ̀ O
- O
èdèe O
Nàìjíríà B-LOC
. O

Àròkọ O
yìí O
jẹ́ O
apá O
kan O
nínú O
ọ̀wọ̀ọ́ O
àwọn O
àkọsílẹ̀ O
tí O
ó O
ń O
ṣe O
àgbéyẹ̀wò O
ìkọlura O
pẹ̀lú O
ẹ̀tọ́ O
ẹni O
lórí O
ayélujára O
nípasẹ̀ O
àwọn O
ìlànà O
bí O
i O
pípa O
òpó O
ìbánisọ̀rọ̀ O
àti O
ìròyìn O
ayédèrú O
ní O
àsìkò O
tí O
ọ̀rọ̀ O
ìṣèlú O
pàtàkì O
bá O
ń O
wáyé O
ní O
orílẹ̀ O
- O
èdè O
ilẹ̀ B-LOC
Adúláwọ̀ I-LOC
méje O
: O
Algeria B-LOC
, O
Ethiopia B-LOC
, O
Mozambique B-LOC
, O
Nigeria B-LOC
, O
Tunisia B-LOC
, O
Uganda B-LOC
, O
and O
Zimbabwe B-LOC
. O

Àtẹ̀jáde O
ìtúmọ̀ O
31 B-DATE
Ṣẹẹrẹ I-DATE
2020 I-DATE
9 I-DATE
: I-DATE
35 I-DATE
GMT I-DATE

Àgékù O
àwòrán O
ọ̀kọrin O
ọmọ O
orílẹ̀ O
- O
èdèe O
Nàìjíríà B-LOC
D'banj B-PER
ń O
sọ̀rọ̀ O
níbi O
ètò O
Ọjọ́ O
Ìsinmi O
CAX B-ORG
ní O
Cairo B-LOC
, O
Egypt B-LOC
, O
ọdún B-DATE
- I-DATE
un I-DATE
2018 I-DATE
. O

Dbanj B-PER
sọ O
fún O
olùdókoòwò O
wípé O
“ O
iṣẹ́ O
àtinúdá O
ni O
epo O
rọ̀bì O
tí O
ọpọ́n O
sún O
kàn O
"""" O
tí O
ó O
sì O
yẹ O
kí O
a O
bu O
ìyìn O
fún O
. O

Ó O
ti O
pẹ́ O
tí O
àwọn O
iléeṣẹ́ B-ORG
ìgbélárugẹ I-ORG
àṣà I-ORG
àti I-ORG
ọgbọ́n I-ORG
àtinudá I-ORG
ti O
ń O
ṣe O
ohun O
mèremère O
ní O
ti O
ìdàgbàsókè O
ọrọ̀ O
Ajé O
, O
ní O
ti O
ipa O
tí O
wọ́n O
ń O
kó O
àti O
agbára O
tí O
ó O
wà O
níkàáwọ́ O
wọn O
láti O
mú O
àyípadà O
dé O
bá O
àwùjọ O
àti O
ìpàṣípààrọ̀ O
àṣà O
. O

Lọ́dún B-DATE
- I-DATE
un I-DATE
2013 I-DATE
, O
iléeṣẹ́ B-ORG
ìgbélárugẹ I-ORG
àṣà I-ORG
àti I-ORG
ọgbọ́n I-ORG
àtinudá I-ORG
( O
CCI B-ORG
) O
rí O
owó O
ẹgbẹẹgbẹ̀rún O
- O
lọ́nà O
- O
ẹgbẹ̀rún O
2 O
, O
250 O
dollar O
ti O
Ìṣọ̀kan O
Orílẹ̀ O
- O
èdèe O
Amẹ́ríkà B-LOC
àti O
iṣẹ́ O
tí O
ẹgbẹẹgbẹ̀rún O
29 O
. O
5 O
kárí O
ayé O
[ O
àmọ́ O
] O
ìdá O
3 O
àwọn O
iṣẹ́ O
wọ̀nyí O
wá O
láti O
Ilẹ̀ B-LOC
- I-LOC
Adúláwọ̀ I-LOC
àti O
Àárín O
gbùngbùn O
Ìlà O
- O
Oòrùn O
tí O
ó O
jẹ́ O

Àwọn O
ọlọ́gbọ́n O
àtinudá O
gbogbo O
láti O
ẹ̀ka O
orin O
kíkọ O
, O
iṣẹ́ O
ọnà O
, O
àwòṣe O
, O
ẹ̀ṣọ́ O
, O
ewì O
, O
